year	city	city_code	pop_total	pop_myanmar	pop_china	pop_india	pop_indonesia	pop_korea	pop_philippine	pop_thai	pop_vietnam	pop_france	pop_germany	pop_italy	pop_uk	pop_canada	pop_us	pop_brazil	pop_australia	pop_etc
2006	あきる野市	13228	605	-	110	1	4	167	88	17	17	-	1	-	2	2	39	31	-	126
2006	西東京市	13229	2747	12	924	26	26	932	263	46	17	17	6	2	50	29	111	37	16	233
2006	町村部		1008	2	110	5	16	161	318	31	7	1	2	-	7	3	63	110	3	169
2006	西多摩郡	13300	770	2	94	5	7	75	235	24	7	1	-	-	4	1	51	106	-	158
2006	瑞穂町	13303	676	2	81	5	6	55	213	23	7	1	-	-	3	1	32	102	-	145
2006	日の出町	13305	62	-	10	-	1	12	12	1	-	-	-	-	1	-	8	4	-	13
2006	檜原村	13307	13	-	-	-	-	3	4	-	-	-	-	-	-	-	6	-	-	-
2006	奥多摩町	13308	19	-	3	-	-	5	6	-	-	-	-	-	-	-	5	-	-	-
2006	島部		238	-	16	-	9	86	83	7	-	-	2	-	3	2	12	4	3	11
2006	大島支庁	13361	52	-	10	-	7	10	7	3	-	-	1	-	-	2	2	4	-	6
2006	三宅支庁	13381	36	-	-	-	-	19	14	-	-	-	1	-	-	-	2	-	-	-
2006	八丈支庁	13401	135	-	5	-	1	52	61	4	-	-	-	-	3	-	4	-	2	3
2006	小笠原支庁	13421	15	-	1	-	1	5	1	-	-	-	-	-	-	-	4	-	1	2
2005	東京都全体	13000	353826	3618	120331	5883	2732	103191	31505	6004	2199	4274	2335	854	7585	3398	18043	4796	4027	33051
2005	区部	13100	293124	3500	100960	5344	2133	86786	24319	4860	1607	3996	2089	772	6705	2813	14924	2808	3533	25975
2005	千代田区	13101	2074	11	576	75	6	407	67	21	33	165	32	14	85	26	252	13	31	260
2005	中央区	13102	3024	11	1110	111	19	739	92	57	10	62	39	14	116	44	203	20	47	330
2005	港区	13103	18182	37	2122	670	110	2734	1000	185	22	735	365	148	1496	485	4228	255	924	2666
2005	新宿区	13104	28272	831	9289	168	456	11384	796	593	84	880	133	66	433	191	722	148	221	1877
2005	文京区	13105	6457	79	2289	131	26	2118	214	109	94	232	53	23	123	48	317	40	66	495
2005	台東区	13106	9920	22	3306	365	32	4378	834	150	32	42	23	7	65	35	130	34	37	428
2005	墨田区	13107	7939	48	3000	60	11	2158	1229	348	9	14	5	5	62	29	81	35	14	831
2005	江東区	13108	14496	82	6213	347	74	4288	1503	308	54	47	21	16	89	55	209	136	92	962
2005	品川区	13109	9958	228	3286	422	74	2263	800	129	126	118	102	25	313	128	632	99	141	1072
2005	目黒区	13110	8036	62	1541	218	209	1544	665	135	42	190	203	68	377	179	982	73	210	1338
2005	大田区	13111	15716	65	5286	262	132	3916	2110	346	316	77	286	20	252	95	526	330	102	1595
2005	世田谷区	13112	14587	72	3161	384	146	3930	1001	188	66	314	400	107	566	321	1574	164	354	1839
2005	渋谷区	13113	10813	55	1587	227	66	1679	440	150	36	501	149	83	1113	319	2188	116	488	1616
2005	中野区	13114	10587	289	4171	295	70	2964	457	170	32	97	37	20	252	134	387	61	123	1028
2005	杉並区	13115	10988	255	3973	151	54	3076	558	148	45	101	68	45	298	177	686	104	169	1080
2005	豊島区	13116	15610	647	8636	103	73	3101	541	230	54	137	32	9	213	103	347	91	100	1193
2005	北区	13117	13576	346	7083	118	67	3177	981	126	52	35	24	14	119	33	139	177	50	1035
2005	荒川区	13118	13055	46	3944	71	33	7312	582	127	59	25	11	15	64	32	105	40	26	563
2005	板橋区	13119	15372	142	7713	68	96	3520	1462	185	63	56	27	16	190	84	252	164	90	1244
2005	練馬区	13120	12114	37	4192	284	86	3734	1112	245	61	78	41	34	173	135	465	154	86	1197
2005	足立区	13121	21249	30	5900	118	130	8981	3646	387	134	30	11	13	94	45	168	304	58	1200
2005	葛飾区	13122	11542	40	4296	49	49	4010	1540	172	83	19	17	2	76	43	118	104	26	898
2005	江戸川区	13123	19557	65	8286	647	114	5373	2689	351	100	41	10	8	136	72	213	146	78	1228
2005	市部	13200	59751	118	19276	533	585	16258	6884	1114	584	278	245	82	872	584	3059	1860	491	6928
2005	八王子市	13201	7783	11	2799	51	77	1881	1073	82	77	29	31	14	79	52	223	231	54	1019
2005	立川市	13202	3304	3	1313	21	19	942	382	35	39	8	7	-	22	21	125	149	10	208
2005	武蔵野市	13203	2342	4	946	44	11	516	90	26	19	30	20	3	82	59	223	37	26	206
2005	三鷹市	13204	2878	13	926	22	22	693	173	71	49	45	32	9	96	56	308	28	47	288
2005	青梅市	13205	1319	-	246	8	7	268	327	52	12	-	3	1	11	4	55	114	4	207
2005	府中市	13206	4038	11	1239	68	83	956	527	72	50	16	13	5	64	54	294	121	44	421
2005	昭島市	13207	2148	2	691	6	19	763	256	14	28	3	2	1	7	5	49	68	2	232
2005	調布市	13208	3539	14	1167	42	48	1195	271	67	38	21	13	7	52	43	156	38	32	335
2005	町田市	13209	4206	11	1481	58	47	1133	437	77	37	9	27	5	87	50	223	52	41	431
2005	小金井市	13210	2323	9	912	34	43	458	117	33	43	28	12	2	52	32	160	14	41	333
2005	小平市	13211	3859	9	963	18	30	1885	187	50	43	6	14	6	31	17	100	175	30	295
2005	日野市	13212	2212	4	987	14	31	507	215	26	16	8	6	1	24	14	61	23	5	270
2005	東村山市	13213	1719	2	496	9	20	543	299	43	9	3	2	-	18	14	77	13	9	162
2005	国分寺市	13214	1531	3	582	6	10	421	90	25	21	16	10	4	46	32	81	23	42	119
2005	国立市	13215	1375	1	521	28	14	364	68	33	25	10	19	4	21	11	57	12	11	176
2005	福生市	13218	2352	-	395	8	11	455	453	180	8	1	3	3	6	4	156	140	3	526
2005	狛江市	13219	808	2	259	12	6	201	106	21	1	7	7	2	20	9	55	4	7	89
2005	東大和市	13220	865	1	165	4	4	322	244	14	1	-	2	1	6	1	27	23	5	45
2005	清瀬市	13221	826	1	300	2	5	185	142	23	8	2	1	1	10	3	30	9	11	93
2005	東久留米市	13222	1462	1	341	18	15	280	187	31	2	5	8	3	39	52	258	14	26	182
2005	武蔵村山市	13223	956	1	222	-	16	217	231	20	2	-	1	-	3	1	29	149	3	61
2005	多摩市	13224	1994	-	753	12	14	549	294	22	14	12	3	5	29	13	65	24	19	166
2005	稲城市	13225	922	1	352	9	7	283	85	12	9	2	3	1	10	8	35	26	5	74
2005	羽村市	13227	1808	3	238	12	1	177	301	21	7	-	1	1	3	1	72	308	-	662
2005	あきる野市	13228	563	-	111	1	3	168	74	16	16	1	-	-	2	2	38	27	2	102
2005	西東京市	13229	2619	11	871	26	22	896	255	48	10	16	5	3	52	26	102	38	12	226
2005	町村部		951	-	95	6	14	147	302	30	8	-	1	-	8	1	60	128	3	148
2005	西多摩郡	13300	722	-	79	5	7	70	217	21	8	-	-	-	4	-	49	120	1	141
2005	瑞穂町	13303	635	-	60	5	6	55	197	21	8	-	-	-	3	-	31	116	1	132
2005	日の出町	13305	56	-	14	-	1	10	10	-	-	-	-	-	1	-	7	4	-	9
2005	檜原村	13307	15	-	3	-	-	2	4	-	-	-	-	-	-	-	6	-	-	-
2005	奥多摩町	13308	16	-	2	-	-	3	6	-	-	-	-	-	-	-	5	-	-	-
2005	島部		229	-	16	1	7	77	85	9	-	-	1	-	4	1	11	8	2	7
2005	大島支庁	13361	47	-	10	-	6	9	4	3	-	-	-	-	1	1	1	7	-	5
2005	三宅支庁	13381	38	-	4	-	-	13	18	-	-	-	1	-	-	-	2	-	-	-
2005	八丈支庁	13401	132	-	2	-	1	51	62	6	-	-	-	-	3	-	4	1	1	1
2005	小笠原支庁	13421	12	-	-	1	-	4	1	-	-	-	-	-	-	-	4	-	1	1
2004	東京都全体	13000	355289	4147	122381	5410	2809	102680	31150	5815	1919	4148	2263	852	7808	3414	18267	4892	4161	33173
2004	区部	13100	295819	4021	103651	4927	2231	86054	24334	4670	1336	3892	2044	770	6942	2846	15202	2818	3668	26413
2004	千代田区	13101	1839	12	474	96	5	362	57	23	34	126	27	13	70	24	233	14	24	245
2004	中央区	13102	2715	11	1029	84	14	642	87	52	4	54	33	20	114	31	184	11	40	305
2004	港区	13103	17154	40	2090	523	97	2595	995	160	21	650	316	148	1471	450	4047	220	975	2356
2004	新宿区	13104	29143	936	9762	172	563	10957	872	603	63	926	112	51	462	231	757	145	243	2288
2004	文京区	13105	6506	86	2316	134	28	2129	229	108	69	239	46	20	113	51	297	49	67	525
2004	台東区	13106	9882	25	3357	344	25	4348	838	156	12	32	15	5	65	35	133	43	31	418
2004	墨田区	13107	7982	48	2908	48	13	2201	1321	346	14	13	5	5	61	18	72	31	10	868
2004	江東区	13108	13753	82	5940	267	63	4110	1491	295	51	41	19	17	91	51	210	125	81	819
2004	品川区	13109	9995	243	3231	363	73	2309	854	125	133	101	120	27	312	131	669	93	139	1072
2004	目黒区	13110	8118	63	1638	216	183	1481	678	134	46	200	203	66	402	180	1015	75	219	1319
2004	大田区	13111	16015	69	5313	315	126	4055	2127	352	279	66	293	27	271	94	532	353	103	1640
2004	世田谷区	13112	15067	75	3185	372	171	3988	1031	195	59	307	403	108	613	337	1778	189	368	1888
2004	渋谷区	13113	11421	67	1670	224	77	1787	487	157	44	532	172	97	1129	299	2345	128	529	1677
2004	中野区	13114	11484	405	4854	282	79	2879	471	173	21	101	45	22	318	173	420	61	142	1038
2004	杉並区	13115	11357	312	4304	161	61	3081	547	141	22	92	63	39	297	191	673	106	179	1088
2004	豊島区	13116	16833	832	9405	97	80	3132	509	211	35	151	31	19	242	119	374	91	102	1403
2004	北区	13117	13743	353	7336	107	57	3172	937	130	43	32	22	17	125	41	132	186	51	1002
2004	荒川区	13118	13026	44	4033	65	12	7261	602	116	36	22	6	10	65	33	101	40	30	550
2004	板橋区	13119	15364	141	7830	79	97	3483	1400	168	42	44	29	10	214	80	249	158	67	1273
2004	練馬区	13120	12351	52	4405	285	91	3721	1047	194	53	79	47	28	189	131	492	159	105	1273
2004	足立区	13121	21431	29	5936	116	149	9126	3610	378	115	28	11	10	92	37	156	292	56	1290
2004	葛飾区	13122	11297	33	4192	64	47	3924	1474	177	92	28	13	2	86	43	121	106	32	863
2004	江戸川区	13123	19343	63	8443	513	120	5311	2670	276	48	28	13	9	140	66	212	143	75	1213
2004	市部	13200	58539	126	18644	477	553	16480	6520	1117	574	256	218	82	860	567	3006	1938	491	6630
2004	八王子市	13201	7610	11	2666	54	59	1892	1058	94	81	28	28	12	97	56	202	246	49	977
2004	立川市	13202	3235	3	1267	26	24	935	385	32	18	5	8	-	21	24	127	156	7	197
2004	武蔵野市	13203	2439	7	1022	45	11	526	92	25	15	28	17	6	76	54	236	36	26	217
2004	三鷹市	13204	2871	10	934	18	21	662	184	67	52	35	19	11	93	62	330	30	51	292
2004	青梅市	13205	1310	1	229	8	6	270	305	49	10	1	3	1	11	3	50	135	5	223
2004	府中市	13206	3836	11	1196	41	66	967	515	60	49	14	12	4	54	46	281	109	38	373
2004	昭島市	13207	2159	4	663	8	14	803	240	15	27	3	3	1	9	3	47	72	3	244
2004	調布市	13208	3543	19	1156	42	50	1201	270	64	35	24	13	10	52	37	146	41	41	342
2004	町田市	13209	4052	9	1351	51	46	1165	399	76	32	16	27	5	89	45	220	50	47	424
2004	小金井市	13210	2195	8	833	33	42	446	109	40	68	24	11	3	53	35	149	15	49	277
2004	小平市	13211	3967	16	1011	11	29	1983	180	56	38	8	16	7	34	13	85	203	24	253
2004	日野市	13212	2123	3	913	8	35	518	200	29	19	6	6	1	25	12	60	26	7	255
2004	東村山市	13213	1653	2	464	6	16	561	260	43	8	1	2	-	21	12	72	12	15	158
2004	国分寺市	13214	1535	6	576	6	11	442	78	25	14	17	14	3	48	32	88	24	40	111
2004	国立市	13215	1379	1	554	23	14	355	62	32	21	9	17	5	22	10	56	12	12	174
2004	福生市	13218	2256	-	386	10	7	452	376	188	9	1	1	3	7	2	152	140	4	518
2004	狛江市	13219	799	1	254	15	9	208	105	21	1	4	3	1	16	8	58	5	8	82
2004	東大和市	13220	829	1	149	5	3	331	222	11	1	-	3	-	7	2	22	23	-	49
2004	清瀬市	13221	784	1	278	1	7	174	121	20	18	2	1	1	10	4	31	9	-	106
2004	東久留米市	13222	1365	-	322	16	15	288	151	28	2	5	6	2	33	48	251	8	21	169
2004	武蔵村山市	13223	991	1	221	1	19	224	217	22	2	-	1	-	1	2	27	192	5	56
2004	多摩市	13224	1953	-	742	11	15	565	263	22	14	10	1	4	20	14	71	28	17	156
2004	稲城市	13225	865	-	301	4	7	292	77	13	8	1	2	-	11	11	32	25	5	76
2004	羽村市	13227	1654	3	205	10	1	175	289	20	7	-	1	1	2	2	73	286	-	579
2004	あきる野市	13228	560	-	110	2	2	171	69	22	17	-	-	-	3	2	36	21	2	103
2004	西東京市	13229	2576	8	841	22	24	874	293	43	8	14	3	1	45	28	104	34	15	219
2004	町村部		931	-	86	6	25	146	296	28	9	-	1	-	6	1	59	136	2	130
2004	西多摩郡	13300	677	-	70	5	19	73	189	22	9	-	-	-	4	-	46	123	-	117
2004	瑞穂町	13303	589	-	54	5	18	53	168	22	9	-	-	-	3	-	29	116	-	112
2004	日の出町	13305	54	-	11	-	1	15	10	-	-	-	-	-	1	-	6	7	-	3
2004	檜原村	13307	15	-	3	-	-	1	4	-	-	-	-	-	-	-	6	-	-	1
2004	奥多摩町	13308	19	-	2	-	-	4	7	-	-	-	-	-	-	-	5	-	-	1
2004	島部		254	-	16	1	6	73	107	6	-	-	1	-	2	1	13	13	2	13
2004	大島支庁	13361	50	-	6	-	6	10	4	2	-	-	-	-	1	1	2	12	-	6
2004	三宅支庁	13381	40	-	4	-	-	12	20	-	-	-	1	-	-	-	3	-	-	-
2004	八丈支庁	13401	154	-	6	-	-	48	82	4	-	-	-	-	1	-	5	1	1	6
2004	小笠原支庁	13421	10	-	-	1	-	3	1	-	-	-	-	-	-	-	3	-	1	1
2003	東京都全体	13000	344221	3981	114233	4980	2692	103241	29789	5616	1655	4019	2178	828	8013	3285	18469	4978	4116	32148
2003	区部	13100	287479	3869	96939	4546	2160	86611	23587	4493	1191	3753	1983	745	7175	2764	15414	2866	3632	25751
2003	千代田区	13101	1821	10	425	78	4	372	66	22	39	148	27	14	70	20	238	13	23	252
2003	中央区	13102	2429	14	838	73	12	642	85	44	3	45	39	19	89	29	171	12	42	272
2003	港区	13103	16494	35	1944	457	65	2575	969	154	28	604	271	151	1479	414	4055	208	923	2162
2003	新宿区	13104	28116	882	9157	168	579	10634	900	587	50	872	98	55	455	205	731	147	230	2366
2003	文京区	13105	6380	66	2247	136	29	2166	232	110	46	217	50	13	121	52	267	38	57	533
2003	台東区	13106	9877	29	2886	295	17	4496	1196	171	14	31	17	3	81	29	130	71	35	376
2003	墨田区	13107	7537	42	2647	46	12	2212	1300	326	9	13	5	4	65	24	68	30	13	721
2003	江東区	13108	12928	63	5433	234	58	4108	1344	261	48	40	28	15	83	47	189	133	69	775
2003	品川区	13109	9667	236	3096	251	70	2340	801	121	133	96	111	29	297	128	665	108	149	1036
2003	目黒区	13110	8416	58	1665	219	189	1543	654	135	53	221	198	62	487	184	1110	75	243	1320
2003	大田区	13111	15534	69	5008	319	139	4103	1945	347	247	79	287	28	282	94	555	352	103	1577
2003	世田谷区	13112	15427	81	3101	370	177	4009	1058	202	52	319	408	109	685	355	1935	187	350	2029
2003	渋谷区	13113	11599	66	1637	224	68	1814	462	137	34	506	163	83	1192	326	2449	132	534	1772
2003	中野区	13114	11322	419	4766	270	72	2894	432	143	13	94	50	24	326	148	435	68	147	1021
2003	杉並区	13115	11332	320	4178	166	66	3172	552	145	29	92	63	34	331	193	655	107	187	1042
2003	豊島区	13116	16364	799	8903	86	75	3215	542	201	42	133	31	21	249	122	377	85	104	1379
2003	北区	13117	12931	332	6716	99	48	3164	898	116	25	32	21	17	140	41	133	192	47	910
2003	荒川区	13118	12505	37	3585	57	14	7332	557	97	29	19	4	9	59	25	80	39	33	529
2003	板橋区	13119	14748	135	7292	92	96	3533	1373	171	48	41	33	8	178	64	242	174	62	1206
2003	練馬区	13120	12027	58	4254	272	91	3779	943	194	43	70	44	27	173	127	463	159	108	1222
2003	足立区	13121	20875	30	5579	111	128	9213	3396	381	114	26	10	9	94	34	153	292	52	1253
2003	葛飾区	13122	10712	26	3887	78	38	3955	1318	164	47	22	15	2	82	36	120	97	41	784
2003	江戸川区	13123	18438	62	7695	445	113	5340	2564	264	45	33	10	9	157	67	193	147	80	1214
2003	市部	13200	55911	111	17211	428	508	16477	5954	1093	453	266	194	83	829	519	2997	2040	480	6268
2003	八王子市	13201	7113	15	2404	46	58	1851	946	75	73	24	28	14	84	41	203	240	49	962
2003	立川市	13202	3003	2	1101	32	13	949	335	27	8	3	3	-	17	20	132	165	6	190
2003	武蔵野市	13203	2471	8	1057	47	9	515	97	22	8	30	14	8	78	50	232	36	31	229
2003	三鷹市	13204	2904	9	955	14	23	678	165	68	41	30	24	10	96	58	348	30	61	294
2003	青梅市	13205	1298	1	218	6	7	281	294	49	11	-	4	-	10	4	53	128	6	226
2003	府中市	13206	3734	10	1150	26	57	976	487	50	42	11	7	4	52	41	307	129	31	354
2003	昭島市	13207	2106	2	569	8	14	843	233	14	23	4	3	-	8	3	44	101	3	234
2003	調布市	13208	3408	11	1114	32	45	1198	240	60	34	30	10	9	50	37	138	47	29	324
2003	町田市	13209	3745	7	1197	35	46	1148	389	69	26	15	23	5	78	39	200	59	45	364
2003	小金井市	13210	2145	10	780	37	37	460	99	45	26	36	15	4	59	43	168	17	52	257
2003	小平市	13211	3626	12	787	11	23	1973	166	45	26	12	9	5	30	9	71	217	24	206
2003	日野市	13212	1933	3	782	13	32	499	189	32	22	6	5	1	24	6	60	31	7	221
2003	東村山市	13213	1583	2	445	3	18	552	219	43	9	-	1	-	18	8	70	9	13	173
2003	国分寺市	13214	1529	4	584	5	2	446	86	26	3	26	8	2	49	29	89	23	35	112
2003	国立市	13215	1318	1	542	18	8	342	51	31	21	8	14	4	21	9	53	16	16	163
2003	福生市	13218	2242	-	401	11	14	468	326	200	11	1	1	4	4	2	157	124	3	515
2003	狛江市	13219	810	1	253	17	9	213	109	23	-	4	2	2	15	10	64	6	5	77
2003	東大和市	13220	762	1	123	5	6	319	190	10	2	-	3	-	7	2	25	23	4	42
2003	清瀬市	13221	746	1	264	-	5	162	119	17	16	2	2	-	10	4	37	6	7	94
2003	東久留米市	13222	1227	-	266	16	15	286	130	30	1	2	7	1	32	41	225	10	10	155
2003	武蔵村山市	13223	987	1	193	1	20	242	201	21	1	-	1	-	4	1	28	205	5	63
2003	多摩市	13224	1804	1	668	10	15	554	240	20	15	10	1	5	18	13	61	26	13	134
2003	稲城市	13225	853	-	280	9	9	300	70	18	7	-	2	1	16	13	30	25	6	67
2003	羽村市	13227	1548	4	169	10	2	184	260	24	5	-	2	3	3	1	69	301	2	509
2003	あきる野市	13228	562	-	113	-	2	176	67	18	17	-	-	-	3	2	39	30	2	93
2003	西東京市	13229	2454	5	796	16	19	862	246	56	5	12	5	1	43	33	94	36	15	210
2003	町村部		831	1	83	6	24	153	248	30	11	-	1	-	9	2	58	72	4	129
2003	西多摩郡	13300	576	1	69	6	18	74	139	25	11	-	-	-	5	-	48	63	3	114
2003	瑞穂町	13303	479	1	48	6	17	55	115	25	11	-	-	-	4	-	31	55	2	109
2003	日の出町	13305	64	-	18	-	1	15	12	-	-	-	-	-	1	-	6	8	-	3
2003	檜原村	13307	15	-	2	-	-	-	5	-	-	-	-	-	-	-	6	-	1	1
2003	奥多摩町	13308	18	-	1	-	-	4	7	-	-	-	-	-	-	-	5	-	-	1
2003	島部		255	-	14	-	6	79	109	5	-	-	1	-	4	2	10	9	1	15
2003	大島支庁	13361	41	-	4	-	4	12	3	2	-	-	-	-	1	2	-	8	-	5
2003	三宅支庁	13381	44	-	4	-	-	15	20	-	-	-	1	-	-	-	3	-	-	1
2003	八丈支庁	13401	162	-	6	-	1	49	85	3	-	-	-	-	3	-	5	1	1	8
2003	小笠原支庁	13421	8	-	-	-	1	3	1	-	-	-	-	-	-	-	2	-	-	1
2002	東京都全体	13000	331277	3829	104940	4398	2506	102887	29409	5365	1518	3837	2161	806	7911	3104	18448	5081	3829	31248
2002	区部	13100	276857	3713	89109	3997	1998	86411	23270	4293	1094	3605	1968	721	7101	2592	15463	2959	3364	25199
2002	千代田区	13101	1745	7	392	55	5	380	69	26	11	169	35	13	90	24	209	11	19	230
2002	中央区	13102	2141	18	701	59	13	595	91	38	3	34	30	10	84	24	151	10	46	234
2002	港区	13103	16561	27	1899	412	74	2630	925	150	18	584	258	154	1532	412	4173	218	881	2214
2002	新宿区	13104	26582	785	8311	155	513	10264	904	530	38	835	87	55	434	185	757	155	203	2371
2002	文京区	13105	6258	60	2160	143	30	2198	241	129	35	194	47	18	105	48	266	43	54	487
2002	台東区	13106	9032	33	2299	265	15	4425	1131	130	24	23	16	2	80	24	127	65	31	342
2002	墨田区	13107	7190	33	2292	34	11	2246	1298	307	9	10	5	4	62	17	72	39	11	740
2002	江東区	13108	12232	58	4845	207	49	4077	1360	250	46	35	23	16	72	40	174	147	58	775
2002	品川区	13109	9463	258	3014	201	67	2400	759	116	115	89	105	24	270	113	675	116	120	1021
2002	目黒区	13110	8402	48	1668	216	168	1610	637	127	51	230	203	54	487	162	1136	64	232	1309
2002	大田区	13111	15191	64	4684	314	143	4164	1915	326	267	78	316	30	266	99	566	339	100	1520
2002	世田谷区	13112	15117	90	2970	317	150	3939	1060	206	43	303	426	96	728	345	1901	198	329	2016
2002	渋谷区	13113	11306	67	1621	213	62	1785	438	142	34	466	152	82	1154	288	2509	135	479	1679
2002	中野区	13114	11211	422	4557	241	74	3023	435	149	13	99	49	27	320	131	404	75	144	1048
2002	杉並区	13115	10944	304	3910	104	65	3214	537	137	28	93	53	36	330	203	654	102	175	999
2002	豊島区	13116	15820	822	8325	72	77	3278	577	187	35	131	35	17	241	112	365	93	88	1365
2002	北区	13117	12154	286	6140	88	48	3197	850	110	28	30	15	17	128	35	128	209	45	800
2002	荒川区	13118	11811	33	2945	47	22	7301	550	81	38	20	1	11	52	28	76	41	22	543
2002	板橋区	13119	13971	130	6707	84	91	3480	1276	173	44	39	37	13	176	63	247	188	58	1165
2002	練馬区	13120	11465	53	4017	231	89	3673	926	185	39	63	47	20	178	108	424	171	115	1126
2002	足立区	13121	20372	30	5240	105	119	9125	3386	378	96	31	9	10	90	30	145	288	42	1248
2002	葛飾区	13122	10335	26	3415	82	32	4069	1371	160	43	14	6	3	79	39	124	95	46	731
2002	江戸川区	13123	17554	59	6997	352	81	5338	2534	256	36	35	13	9	143	62	180	157	66	1236
2002	市部	13200	53632	115	15759	397	489	16314	5917	1045	413	232	192	85	803	509	2929	2038	463	5932
2002	八王子市	13201	6576	17	1996	36	57	1781	961	70	87	24	26	13	82	39	196	227	50	914
2002	立川市	13202	3001	2	1023	28	19	945	423	29	4	2	2	1	16	18	126	150	8	205
2002	武蔵野市	13203	2415	12	951	44	13	524	134	35	9	25	15	9	71	53	227	35	37	221
2002	三鷹市	13204	3019	12	1035	16	17	678	164	68	31	31	27	9	110	55	378	26	70	292
2002	青梅市	13205	1221	1	190	6	8	267	283	54	11	-	4	-	7	4	56	101	8	221
2002	府中市	13206	3628	4	1077	19	56	986	452	61	39	12	9	4	44	35	288	152	34	356
2002	昭島市	13207	2120	2	530	7	14	845	247	24	24	3	2	-	5	5	47	115	7	243
2002	調布市	13208	3419	15	1081	37	54	1209	242	55	37	25	13	11	44	39	151	53	25	328
2002	町田市	13209	3483	7	1066	28	43	1141	342	65	28	9	23	5	63	31	192	50	40	350
2002	小金井市	13210	2011	11	691	47	31	486	84	41	16	33	13	4	56	47	158	15	50	228
2002	小平市	13211	3470	6	716	10	10	2004	147	37	12	8	8	3	26	11	75	232	18	147
2002	日野市	13212	1783	4	702	15	23	485	169	34	14	5	5	2	27	7	54	34	2	201
2002	東村山市	13213	1400	2	379	7	16	509	178	35	8	-	1	-	20	6	67	11	10	151
2002	国分寺市	13214	1449	3	519	13	2	470	80	21	7	9	8	3	38	34	72	23	32	115
2002	国立市	13215	1311	1	535	11	15	348	55	26	18	9	11	6	21	8	57	16	14	160
2002	福生市	13218	2109	-	347	3	15	494	316	172	4	1	1	2	6	5	162	110	4	467
2002	狛江市	13219	758	1	226	7	11	191	118	21	1	4	2	2	15	10	61	6	7	75
2002	東大和市	13220	735	1	117	7	5	310	183	8	-	2	3	-	6	2	20	22	4	45
2002	清瀬市	13221	753	2	252	-	2	159	160	16	11	2	2	-	12	4	33	7	5	86
2002	東久留米市	13222	1184	-	252	23	16	286	130	30	2	1	8	-	37	39	200	9	3	148
2002	武蔵村山市	13223	932	1	174	-	24	227	177	19	1	-	-	-	3	-	26	218	1	61
2002	多摩市	13224	1718	1	613	6	12	533	247	13	6	15	2	5	17	14	60	31	13	130
2002	稲城市	13225	797	1	259	5	8	290	69	17	6	-	2	1	13	9	28	32	5	52
2002	羽村市	13227	1450	4	157	7	1	186	260	30	6	-	1	2	4	-	62	287	-	443
2002	あきる野市	13228	560	-	111	-	2	181	67	16	25	-	-	-	2	1	35	28	2	90
2002	西東京市	13229	2330	5	760	15	15	779	229	48	6	12	4	3	58	33	98	48	14	203
2002	町村部		788	1	72	4	19	162	222	27	11	-	1	-	7	3	56	84	2	117
2002	西多摩郡	13300	533	1	59	4	14	82	119	23	11	-	-	-	4	-	45	70	-	101
2002	瑞穂町	13303	429	1	38	4	13	54	97	23	11	-	-	-	3	-	27	61	-	97
2002	日の出町	13305	72	-	19	-	1	23	10	-	-	-	-	-	1	-	6	9	-	3
2002	檜原村	13307	12	-	-	-	-	-	5	-	-	-	-	-	-	-	6	-	-	1
2002	奥多摩町	13308	20	-	2	-	-	5	7	-	-	-	-	-	-	-	6	-	-	-
2002	島部		255	-	13	-	5	80	103	4	-	-	1	-	3	3	11	14	2	16
2002	大島支庁	13361	46	-	5	-	4	9	4	2	-	-	-	-	-	2	-	13	-	7
2002	三宅支庁	13381	42	-	4	-	-	15	17	-	-	-	1	-	-	1	3	-	-	1
2002	八丈支庁	13401	157	-	4	-	-	52	81	2	-	-	-	-	3	-	5	1	2	7
2002	小笠原支庁	13421	10	-	-	-	1	4	1	-	-	-	-	-	-	-	3	-	-	1
2001	東京都全体	13000	306154	3716	94045	3555	2298	99409	25970	4815	1406	3394	2059	737	7511	2856	17715	4823	3344	28501
2001	区部	13100	256006	3599	80394	3209	1818	83307	20424	3861	1007	3189	1864	667	6759	2400	14796	2871	2922	22919
2001	千代田区	13101	1578	6	367	47	4	359	60	18	16	143	24	15	93	21	185	7	20	193
2001	中央区	13102	1829	8	584	28	11	577	70	31	1	24	26	8	78	17	135	7	44	180
2001	港区	13103	15701	21	1771	361	82	2570	859	138	22	519	218	141	1438	372	4212	217	717	2043
2001	新宿区	13104	24149	764	7607	118	392	9462	838	460	30	758	83	49	419	210	743	155	172	1889
2001	文京区	13105	5839	72	1966	109	32	2162	230	108	34	157	44	16	93	47	252	44	45	428
2001	台東区	13106	8083	29	1868	239	15	4139	969	114	28	26	14	3	83	31	118	64	28	315
2001	墨田区	13107	6384	32	2020	20	11	2122	1068	277	6	9	5	2	56	12	63	42	8	631
2001	江東区	13108	10265	37	3936	159	35	3772	1137	195	21	30	13	11	56	30	138	138	45	512
2001	品川区	13109	8869	254	2729	177	68	2371	643	106	121	92	102	19	278	96	615	103	124	971
2001	目黒区	13110	8029	39	1571	198	184	1533	604	104	42	208	193	47	443	156	1077	64	237	1329
2001	大田区	13111	14195	59	4226	263	130	4114	1756	298	258	74	314	25	268	91	532	316	91	1380
2001	世田谷区	13112	14125	84	2759	255	138	3849	874	186	29	249	436	83	666	317	1789	188	305	1918
