category	salary	ave_age	ave_year	working_time_stabdard	working_hour_extra	salary_standard	bonus	employees	age_label	age	annual_income	year	salary_index
G 情報通信業	536.1	47.1	19.7	155	11	505	2252.8	9739	４５〜４９歳	50	868.6	2009	2.7205813261502807
G 情報通信業	576.5	52.2	24.3	154	6	556.5	2635.6	5587	５０〜５４歳	55	955.36	2009	2.9923262442446834
G 情報通信業	522.9	57.4	26.5	151	5	506.3	2194.2	5288	５５〜５９歳	60	846.9	2009	2.652613775174617
G 情報通信業	308.2	61.7	22.6	152	3	302.6	962.1	1611	６０〜６４歳	65	466.05	2009	1.4597362733736337
G 情報通信業	244.4	23.5	1.9	161	15	220.3	359.2	7018	２０〜２４歳	25	329.2	2010	1
G 情報通信業	289	27.4	3.8	161	23	250.2	661.4	14544	２５〜２９歳	30	412.94	2010	1.254374240583232
G 情報通信業	346.2	32.5	7.4	161	20	305.6	899.7	14579	３０〜３４歳	35	505.41	2010	1.5352673147023088
G 情報通信業	409.2	37.4	11.4	159	17	371.1	1122.8	13138	３５〜３９歳	40	603.32	2010	1.8326852976913732
G 情報通信業	454	42.4	16.6	157	14	419.2	1444.8	12413	４０〜４４歳	45	689.28	2010	2.0938031591737545
G 情報通信業	516.2	47.3	20.5	154	9	492.6	1611.3	9223	４５〜４９歳	50	780.57	2010	2.3711117861482385
G 情報通信業	573.1	52.2	24.3	154	5	556.7	1895.9	5154	５０〜５４歳	55	877.31	2010	2.6649756986634263
G 情報通信業	527.1	57.3	29.5	151	6	509.7	1708.4	3873	５５〜５９歳	60	803.36	2010	2.4403402187120293
G 情報通信業	328.9	61.8	24.7	153	3	323	828.5	1167	６０〜６４歳	65	477.53	2010	1.450577156743621
G 情報通信業	246.8	23.5	1.6	159	15	223.2	311.8	6027	２０〜２４歳	25	327.34	2011	1
G 情報通信業	298.8	27.5	3.9	159	22	258.1	670.2	15009	２５〜２９歳	30	425.58	2011	1.3001160872487323
G 情報通信業	360.9	32.5	6.5	157	21	317.8	869.2	16498	３０〜３４歳	35	520	2011	1.5885623510722797
G 情報通信業	412.8	37.4	9.9	158	17	372.3	1141.4	14452	３５〜３９歳	40	609.5	2011	1.8619783711126048
G 情報通信業	468	42.4	14.8	156	12	436.2	1459.7	12901	４０〜４４歳	45	707.57	2011	2.1615751206696405
G 情報通信業	536.7	47.3	19.3	155	10	510.6	1767.4	9893	４５〜４９歳	50	820.78	2011	2.507423474063665
G 情報通信業	602.8	52.2	22.8	154	5	588.2	2112.6	6599	５０〜５４歳	55	934.62	2011	2.8551964318445657
G 情報通信業	521.3	57.4	28.1	153	4	506.6	1650.2	3738	５５〜５９歳	60	790.58	2011	2.415164660597544
G 情報通信業	364.6	62	22	150	3	353.8	999.3	1477	６０〜６４歳	65	537.45	2011	1.6418708376611477
G 情報通信業	235.9	23.6	1.7	160	15	211.5	325.5	6276	２０〜２４歳	25	315.63	2012	1
G 情報通信業	294.2	27.5	4	155	24	248.6	623	19796	２５〜２９歳	30	415.34	2012	1.3159078668060704
G 情報通信業	349.2	32.5	7.7	156	23	299.8	857.1	19823	３０〜３４歳	35	504.75	2012	1.5991825872065393
G 情報通信業	420.3	37.4	11.1	150	18	373.9	1114.3	22202	３５〜３９歳	40	615.79	2012	1.9509869150587713
G 情報通信業	469.3	42.5	17.1	147	14	429.8	1504.2	24893	４０〜４４歳	45	713.58	2012	2.2608117099135066
G 情報通信業	543.5	47.4	20.8	149	11	511.1	1764.1	18761	４５〜４９歳	50	828.61	2012	2.625257421664607
G 情報通信業	603	52.3	25.4	145	5	588.5	2040.8	12293	５０〜５４歳	55	927.68	2012	2.9391375978202325
G 情報通信業	546.2	57.3	29.7	148	5	530.3	1891.8	7639	５５〜５９歳	60	844.62	2012	2.675981370592149
G 情報通信業	320.2	62.2	15.6	144	8	304	733.1	3498	６０〜６４歳	65	457.55	2012	1.4496404017362101
G 情報通信業	239.2	23.5	1.6	160	15	213.8	262.1	5578	２０〜２４歳	25	313.25	2013	1
G 情報通信業	294.6	27.6	3.9	154	20	257.6	632.1	16289	２５〜２９歳	30	416.73	2013	1.330343176376696
G 情報通信業	348.9	32.7	7.1	154	16	310.6	814	16203	３０〜３４歳	35	500.08	2013	1.5964245810055866
G 情報通信業	409.6	37.5	10	155	15	372	1174.8	17296	３５〜３９歳	40	609	2013	1.9441340782122905
G 情報通信業	457.5	42.7	14.5	153	13	422.3	1492	14770	４０〜４４歳	45	698.2	2013	2.228890662410216
G 情報通信業	512	47.5	18	154	10	485.2	1619.4	13626	４５〜４９歳	50	776.34	2013	2.4783399840383082
G 情報通信業	540	52.3	22.3	152	6	522.7	1801.7	9363	５０〜５４歳	55	828.17	2013	2.643798882681564
G 情報通信業	503.4	57.4	28.3	153	6	486.5	1600.4	6022	５５〜５９歳	60	764.12	2013	2.4393296089385474
G 情報通信業	315.7	62.2	24.2	151	4	306.3	916.7	2424	６０〜６４歳	65	470.51	2013	1.5020271348762968
H 運輸業，郵便業	237.7	23	2.5	169	27	198.7	358.1	8839	２０〜２４歳	25	321.05	2004	1
H 運輸業，郵便業	279.5	27.7	4.7	169	31	232.9	448.9	18565	２５〜２９歳	30	380.29	2004	1.1845195452421742
H 運輸業，郵便業	316.1	32.5	7.1	171	34	260.5	523.5	25234	３０〜３４歳	35	431.67	2004	1.3445569225977263
H 運輸業，郵便業	341.8	37.5	9.1	171	34	283.6	588.1	23801	３５〜３９歳	40	468.97	2004	1.4607382027721538
H 運輸業，郵便業	355.7	42.5	12.6	170	30	299.5	762.8	22418	４０〜４４歳	45	503.12	2004	1.5671079271141566
H 運輸業，郵便業	359.4	47.5	15.3	169	27	306.6	860.6	22603	４５〜４９歳	50	517.34	2004	1.611400093443389
H 運輸業，郵便業	347.7	52.7	16.6	170	27	299	786.7	28043	５０〜５４歳	55	495.91	2004	1.5446503659866064
H 運輸業，郵便業	335	57.2	18.6	168	26	286.6	724.1	29622	５５〜５９歳	60	474.41	2004	1.4776826039557702
H 運輸業，郵便業	241.1	61.9	13.6	171	19	211.6	373.5	10254	６０〜６４歳	65	326.67	2004	1.0175050615168977
H 運輸業，郵便業	227.3	22.9	2.4	169	26	193.4	295.6	7479	２０〜２４歳	25	302.32	2005	1
H 運輸業，郵便業	271.3	27.7	4.8	169	30	226.7	447.7	15775	２５〜２９歳	30	370.33	2005	1.224960306959513
H 運輸業，郵便業	305.5	32.6	7.2	171	32	255.2	506.5	22136	３０〜３４歳	35	417.25	2005	1.3801600952632973
H 運輸業，郵便業	336.2	37.4	9.2	171	33	282.7	578.7	20924	３５〜３９歳	40	461.31	2005	1.525899708917703
H 運輸業，郵便業	351.3	42.4	12.5	170	31	299.9	728.3	19744	４０〜４４歳	45	494.39	2005	1.6353201905265944
H 運輸業，郵便業	361	47.5	15.5	169	27	314.3	844.5	19454	４５〜４９歳	50	517.65	2005	1.7122585340037046
H 運輸業，郵便業	351.3	52.7	17	169	27	306.4	789	22600	５０〜５４歳	55	500.46	2005	1.6553982535062186
H 運輸業，郵便業	331.9	57.3	18.4	170	26	288.3	710.2	27324	５５〜５９歳	60	469.3	2005	1.5523286583752316
H 運輸業，郵便業	247.5	62	14	170	22	219.1	357.3	10135	６０〜６４歳	65	332.73	2005	1.1005887801005558
H 運輸業，郵便業	236.2	22.9	2.2	167	28	199.9	331.6	8353	２０〜２４歳	25	316.6	2006	1
H 運輸業，郵便業	270.7	27.6	4.5	169	30	226.6	461.9	14534	２５〜２９歳	30	371.03	2006	1.171920404295641
H 運輸業，郵便業	306.9	32.6	6.8	172	33	255	537.8	22515	３０〜３４歳	35	422.06	2006	1.333101705622236
H 運輸業，郵便業	330.4	37.4	8.9	172	32	276.4	585.9	23391	３５〜３９歳	40	455.07	2006	1.4373657612128867
H 運輸業，郵便業	351.3	42.6	11.9	171	31	297.3	717.8	20231	４０〜４４歳	45	493.34	2006	1.558243840808591
H 運輸業，郵便業	354.2	47.5	14.7	170	27	305.9	838.7	21599	４５〜４９歳	50	508.91	2006	1.607422615287429
H 運輸業，郵便業	347.2	52.6	15.9	171	27	298.3	775.3	21477	５０〜５４歳	55	494.17	2006	1.5608654453569173
H 運輸業，郵便業	331.6	57.5	18.2	171	25	287.6	695.6	32943	５５〜５９歳	60	467.48	2006	1.4765634870499051
H 運輸業，郵便業	259.1	62.1	13.9	171	21	227.7	339.3	11798	６０〜６４歳	65	344.85	2006	1.0892293114339862
H 運輸業，郵便業	229.8	22.9	2.2	168	22	199.3	297.4	8026	２０〜２４歳	25	305.5	2007	1
H 運輸業，郵便業	277.4	27.6	4.5	169	28	235.6	448.4	14321	２５〜２９歳	30	377.72	2007	1.2363993453355155
H 運輸業，郵便業	319.3	32.7	7	172	32	266.3	538.5	20838	３０〜３４歳	35	437.01	2007	1.4304746317512276
H 運輸業，郵便業	351	37.5	9.2	172	33	294.7	574.7	24689	３５〜３９歳	40	478.67	2007	1.5668412438625205
H 運輸業，郵便業	355.8	42.5	11.7	173	33	300.8	670.4	20206	４０〜４４歳	45	494	2007	1.6170212765957446
H 運輸業，郵便業	366.6	47.5	14.9	172	30	313.5	813.1	21637	４５〜４９歳	50	521.23	2007	1.7061538461538461
H 運輸業，郵便業	359	52.5	16.1	171	26	317.1	791.8	19584	５０〜５４歳	55	509.98	2007	1.669328968903437
H 運輸業，郵便業	337.2	57.7	18.4	171	27	292.8	666.5	28928	５５〜５９歳	60	471.29	2007	1.5426841243862521
H 運輸業，郵便業	264.1	62.1	13.3	171	23	232.1	306.6	12269	６０〜６４歳	65	347.58	2007	1.1377414075286416
H 運輸業，郵便業	233.7	22.9	2.3	167	25	199.9	346.7	8350	２０〜２４歳	25	315.11	2008	1
H 運輸業，郵便業	272.7	27.6	4.2	168	28	230.6	479.1	13649	２５〜２９歳	30	375.15	2008	1.1905366379994287
H 運輸業，郵便業	306.6	32.7	6.7	170	31	257.7	530.9	19769	３０〜３４歳	35	421.01	2008	1.336073117324109
H 運輸業，郵便業	338.8	37.4	9.5	171	31	286.6	619.6	23622	３５〜３９歳	40	468.52	2008	1.4868458633493065
H 運輸業，郵便業	355.9	42.5	12.1	172	30	303.5	674.8	22292	４０〜４４歳	45	494.56	2008	1.5694836723683792
H 運輸業，郵便業	363.6	47.5	15.3	169	28	314.8	846	20557	４５〜４９歳	50	520.92	2008	1.653136999777855
H 運輸業，郵便業	359.1	52.5	17.3	169	26	311.9	846.4	20154	５０〜５４歳	55	515.56	2008	1.636127066738599
H 運輸業，郵便業	335	57.6	18.6	170	25	291.5	683.9	25149	５５〜５９歳	60	470.39	2008	1.4927802989432262
H 運輸業，郵便業	254.2	61.9	14.5	171	21	220.4	339.8	13109	６０〜６４歳	65	339.02	2008	1.0758782647329503
H 運輸業，郵便業	222.6	23	2.4	163	19	194.4	382.3	7500	２０〜２４歳	25	305.35	2009	1
H 運輸業，郵便業	263.9	27.6	4.4	166	25	225.6	499.5	13859	２５〜２９歳	30	366.63	2009	1.200687735385623
H 運輸業，郵便業	291.5	32.6	6.5	169	29	244	511	18852	３０〜３４歳	35	400.9	2009	1.31291960045849
H 運輸業，郵便業	314.8	37.5	8.7	171	30	265.1	534.6	24749	３５〜３９歳	40	431.22	2009	1.4122154904208286
H 運輸業，郵便業	321.1	42.4	10.3	171	29	271.7	572.3	22319	４０〜４４歳	45	442.55	2009	1.4493204519403962
H 運輸業，郵便業	341.2	47.5	13.6	170	26	293.8	741.7	20965	４５〜４９歳	50	483.61	2009	1.583789094481742
H 運輸業，郵便業	333.9	52.5	15.6	168	24	289.4	770.2	21610	５０〜５４歳	55	477.7	2009	1.5644342557720647
H 運輸業，郵便業	302.7	57.7	16	169	25	259.9	591	25381	５５〜５９歳	60	422.34	2009	1.3831341084001962
H 運輸業，郵便業	233.2	61.9	14.1	171	21	204.5	347.9	15719	６０〜６４歳	65	314.63	2009	1.0303913541837235
H 運輸業，郵便業	235.3	23	2.6	164	24	199.7	396.5	6825	２０〜２４歳	25	322.01	2010	1
H 運輸業，郵便業	268	27.5	4.1	167	27	225.7	480.2	13155	２５〜２９歳	30	369.62	2010	1.1478525511630073
H 運輸業，郵便業	297.9	32.6	6.4	169	30	249.7	514.8	16954	３０〜３４歳	35	408.96	2010	1.270022670103413
H 運輸業，郵便業	322.2	37.5	9.2	170	31	269.9	547.6	22946	３５〜３９歳	40	441.4	2010	1.3707648830781654
H 運輸業，郵便業	337.8	42.4	11.2	171	30	285.9	565.2	21863	４０〜４４歳	45	461.88	2010	1.4343653923791186
H 運輸業，郵便業	342.1	47.4	13.8	171	27	294.7	656.3	19559	４５〜４９歳	50	476.15	2010	1.478680786310984
H 運輸業，郵便業	344.7	52.4	16.6	169	24	300.7	757.4	19563	５０〜５４歳	55	489.38	2010	1.5197664668799107
H 運輸業，郵便業	309.1	57.6	16.9	170	24	269.4	563	21312	５５〜５９歳	60	427.22	2010	1.326728983571939
H 運輸業，郵便業	236.8	62.1	15	170	20	209.6	283.1	15441	６０〜６４歳	65	312.47	2010	0.9703735908822708
H 運輸業，郵便業	226.7	23	2.4	165	19	197.6	414.7	5803	２０〜２４歳	25	313.51	2011	1
H 運輸業，郵便業	259.3	27.6	4.4	167	26	220.3	505.2	10456	２５〜２９歳	30	361.68	2011	1.1536474115658193
H 運輸業，郵便業	289.2	32.6	6.8	170	28	244.8	515.4	14383	３０〜３４歳	35	398.58	2011	1.2713470064750725
H 運輸業，郵便業	312.3	37.5	9	171	31	262.1	554.5	21211	３５〜３９歳	40	430.21	2011	1.3722369302414597
H 運輸業，郵便業	325.8	42.4	10.9	173	31	275.3	525.1	21480	４０〜４４歳	45	443.47	2011	1.4145322318267362
H 運輸業，郵便業	337.1	47.5	13.6	171	30	287.3	637.6	19454	４５〜４９歳	50	468.28	2011	1.4936684635258843
H 運輸業，郵便業	340.6	52.4	16.5	170	26	294.4	731.5	19590	５０〜５４歳	55	481.87	2011	1.5370163631144143
H 運輸業，郵便業	306.4	57.5	16.9	171	23	267.6	562.4	19444	５５〜５９歳	60	423.92	2011	1.3521737743612645
H 運輸業，郵便業	239.8	62.3	14.1	171	19	213.5	263.8	16079	６０〜６４歳	65	314.14	2011	1.0020095052789384
H 運輸業，郵便業	225.2	23.1	2.6	165	20	193.6	379.2	8415	２０〜２４歳	25	308.16	2012	1
H 運輸業，郵便業	265.3	27.6	4.4	164	26	223.7	495.7	16696	２５〜２９歳	30	367.93	2012	1.1939576843198338
H 運輸業，郵便業	304.2	32.6	6.7	168	30	252.6	521.5	18944	３０〜３４歳	35	417.19	2012	1.353809709241952
H 運輸業，郵便業	322.1	37.7	9.3	170	30	270	559	26467	３５〜３９歳	40	442.42	2012	1.4356827622014536
H 運輸業，郵便業	329.3	42.6	11.2	172	31	277.8	539.3	30362	４０〜４４歳	45	449.09	2012	1.4573273624091378
H 運輸業，郵便業	345.1	47.5	13.5	171	28	294.9	620.8	25501	４５〜４９歳	50	476.2	2012	1.545301142263759
H 運輸業，郵便業	345.9	52.5	16.2	170	25	299.5	708.3	26715	５０〜５４歳	55	485.91	2012	1.5768107476635513
H 運輸業，郵便業	323.8	57.5	16.9	171	24	282.3	587.6	24337	５５〜５９歳	60	447.32	2012	1.451583592938733
H 運輸業，郵便業	248	62.4	13.8	171	20	216.8	234.8	21345	６０〜６４歳	65	321.08	2012	1.0419262720664588
H 運輸業，郵便業	233.1	23	2.6	167	22	200	365.6	7406	２０〜２４歳	25	316.28	2013	1
H 運輸業，郵便業	264.2	27.6	4.6	166	27	221.2	510.6	13414	２５〜２９歳	30	368.1	2013	1.1638421651701025
H 運輸業，郵便業	303.6	32.7	7	167	34	248.2	557.7	17858	３０〜３４歳	35	420.09	2013	1.3282218287593273
H 運輸業，郵便業	318.1	37.7	9.1	169	34	259.9	539.7	26493	３５〜３９歳	40	435.69	2013	1.3775452131023145
H 運輸業，郵便業	337.7	42.5	11.1	171	34	277.8	561.2	30376	４０〜４４歳	45	461.36	2013	1.4587074743897814
H 運輸業，郵便業	337.1	47.4	13.5	170	33	279.1	570.6	28597	４５〜４９歳	50	461.58	2013	1.4594030605792336
H 運輸業，郵便業	347.2	52.5	16.9	169	27	297	727.8	25357	５０〜５４歳	55	489.42	2013	1.5474263310990264
H 運輸業，郵便業	328.1	57.5	17.4	169	26	280.1	644.4	22863	５５〜５９歳	60	458.16	2013	1.4485898570886557
H 運輸業，郵便業	243.7	62.5	14	170	19	213.3	256.2	19471	６０〜６４歳	65	318.06	2013	1.0056279246237512
I 卸売業，小売業	207.6	23.1	2.1	171	11	192.8	301	34832	２０〜２４歳	25	279.22	2004	1
I 卸売業，小売業	247.8	27.6	4.8	170	12	230.1	587.5	61173	２５〜２９歳	30	356.11	2004	1.2753742568583912
I 卸売業，小売業	293.9	32.4	8.5	169	10	274.7	807.9	62012	３０〜３４歳	35	433.47	2004	1.552431774228207
I 卸売業，小売業	346.2	37.4	12	168	9	327.8	1087.5	48055	３５〜３９歳	40	524.19	2004	1.8773368669866055
I 卸売業，小売業	374.2	42.4	15.1	169	7	360.5	1186	41313	４０〜４４歳	45	567.64	2004	2.032948929159802
I 卸売業，小売業	396.7	47.5	18.3	169	6	384.8	1254	38188	４５〜４９歳	50	601.44	2004	2.154000429768641
I 卸売業，小売業	401.7	52.6	21	170	6	390.1	1250.8	38169	５０〜５４歳	55	607.12	2004	2.1743428121194754
I 卸売業，小売業	396.6	57.1	23.1	169	4	388.4	1138.2	29847	５５〜５９歳	60	589.74	2004	2.1120979872501966
I 卸売業，小売業	311	61.9	17.2	171	4	305.4	542.2	7414	６０〜６４歳	65	427.42	2004	1.5307642719002936
I 卸売業，小売業	205.3	23	2.1	169	11	190.4	302.5	34032	２０〜２４歳	25	276.61	2005	1
I 卸売業，小売業	246.9	27.5	4.7	169	12	227.7	623.4	53816	２５〜２９歳	30	358.62	2005	1.2964824120603016
I 卸売業，小売業	292.2	32.5	8.2	168	12	271.6	815.8	57307	３０〜３４歳	35	432.22	2005	1.562561006471205
I 卸売業，小売業	345.2	37.4	11.6	166	10	322.6	1064.2	47172	３５〜３９歳	40	520.66	2005	1.882289143559524
I 卸売業，小売業	384.6	42.4	14.6	167	8	368.3	1269.4	41622	４０〜４４歳	45	588.46	2005	2.1273995878673944
I 卸売業，小売業	387.4	47.5	17.3	168	6	375.6	1242.6	37783	４５〜４９歳	50	589.14	2005	2.1298579227070604
I 卸売業，小売業	390.5	52.5	20	168	5	381.1	1225.1	34180	５０〜５４歳	55	591.11	2005	2.1369798633455046
I 卸売業，小売業	395.8	57.2	21.4	168	5	386.8	1157.3	31937	５５〜５９歳	60	590.69	2005	2.1354614800621814
I 卸売業，小売業	276.1	62.1	16.2	167	5	269.5	551	8855	６０〜６４歳	65	386.42	2005	1.3969849246231156
I 卸売業，小売業	205.8	23	2	171	12	190.4	275.2	33248	２０〜２４歳	25	274.48	2006	1
I 卸売業，小売業	242.6	27.5	4.5	170	13	223.1	583.3	49765	２５〜２９歳	30	349.45	2006	1.2731346546196443
I 卸売業，小売業	285.5	32.5	8	170	13	263.6	777.8	54066	３０〜３４歳	35	420.38	2006	1.5315505683474204
I 卸売業，小売業	329.2	37.4	11.3	169	10	309.4	996.3	44923	３５〜３９歳	40	494.67	2006	1.8022078111337803
I 卸売業，小売業	366	42.5	14.5	169	7	351.4	1149.9	38498	４０〜４４歳	45	554.19	2006	2.0190542116001167
I 卸売業，小売業	380	47.4	17.2	170	6	367.2	1170.5	35637	４５〜４９歳	50	573.05	2006	2.087765957446808
I 卸売業，小売業	383.7	52.5	20	170	6	372.3	1146.9	32257	５０〜５４歳	55	575.13	2006	2.095343923054503
I 卸売業，小売業	369	57.4	22	170	5	359.7	1049.5	32697	５５〜５９歳	60	547.75	2006	1.9955916642378313
I 卸売業，小売業	266.1	62.2	15.7	171	6	258.4	456.4	8482	６０〜６４歳	65	364.96	2006	1.3296415039347127
I 卸売業，小売業	206.4	23	2	170	12	190.6	282.4	28600	２０〜２４歳	25	275.92	2007	1
I 卸売業，小売業	247.6	27.5	4.3	169	13	226.9	560.3	43422	２５〜２９歳	30	353.15	2007	1.2798999710060885
I 卸売業，小売業	288.3	32.5	7.7	169	12	266.4	772	49081	３０〜３４歳	35	423.16	2007	1.5336329370832125
I 卸売業，小売業	329.2	37.4	10.8	168	10	308.4	949.1	44371	３５〜３９歳	40	489.95	2007	1.775695853870687
I 卸売業，小売業	361.9	42.5	13.8	168	8	345.2	1102.7	35796	４０〜４４歳	45	544.55	2007	1.9735792983473468
I 卸売業，小売業	382.1	47.5	16.6	169	6	369.3	1193.2	32856	４５〜４９歳	50	577.84	2007	2.0942302116555522
I 卸売業，小売業	376	52.5	18.7	169	6	364.6	1127.4	28145	５０〜５４歳	55	563.94	2007	2.04385329080893
I 卸売業，小売業	357.4	57.5	20.9	169	6	346.7	1015.6	28839	５５〜５９歳	60	530.44	2007	1.9224412873296608
I 卸売業，小売業	271.6	62	17.2	171	5	264.2	557.3	8776	６０〜６４歳	65	381.65	2007	1.3831907799362133
I 卸売業，小売業	214.9	23.1	2	169	12	198.5	300.3	34405	２０〜２４歳	25	287.91	2008	1
I 卸売業，小売業	260.9	27.5	4.3	168	14	238.8	563.6	48415	２５〜２９歳	30	369.44	2008	1.28317877114376
I 卸売業，小売業	302.7	32.6	7.6	168	14	277.3	764.2	53280	３０〜３４歳	35	439.66	2008	1.5270744329825292
I 卸売業，小売業	340.4	37.4	11	168	11	316.6	986.5	50457	３５〜３９歳	40	507.13	2008	1.7614184988364419
I 卸売業，小売業	376	42.5	14.4	167	9	356.6	1201.3	42369	４０〜４４歳	45	571.33	2008	1.9844048487374526
I 卸売業，小売業	389.4	47.5	17.8	167	7	374.6	1313.2	34855	４５〜４９歳	50	598.6	2008	2.0791219478309193
I 卸売業，小売業	396.4	52.4	19.8	168	6	384.8	1205.6	31367	５０〜５４歳	55	596.24	2008	2.070924941822097
I 卸売業，小売業	380.7	57.5	22.1	167	6	369.7	1172.2	30333	５５〜５９歳	60	574.06	2008	1.9938869785696915
I 卸売業，小売業	278.5	61.8	18.1	167	5	270.2	606.4	11461	６０〜６４歳	65	394.84	2008	1.3714007849675243
I 卸売業，小売業	206.5	23.1	2.1	167	11	191.3	306	28434	２０〜２４歳	25	278.4	2009	1
I 卸売業，小売業	239.9	27.5	4.2	168	12	221.5	580.6	41946	２５〜２９歳	30	345.94	2009	1.2426005747126438
I 卸売業，小売業	282.6	32.6	7.4	168	11	263.6	737.9	46172	３０〜３４歳	35	412.91	2009	1.4831537356321842
I 卸売業，小売業	322.5	37.4	10.7	168	9	304.2	941.5	48447	３５〜３９歳	40	481.15	2009	1.7282686781609196
I 卸売業，小売業	354.6	42.4	13.7	167	7	339.5	1109	38781	４０〜４４歳	45	536.42	2009	1.9267959770114942
I 卸売業，小売業	374.2	47.5	16.7	168	6	362.6	1174.8	35541	４５〜４９歳	50	566.52	2009	2.034913793103448
I 卸売業，小売業	382.5	52.4	19.9	168	5	372.5	1174.6	31641	５０〜５４歳	55	576.46	2009	2.0706178160919544
I 卸売業，小売業	372.9	57.5	21.6	168	4	364.4	1095.6	27143	５５〜５９歳	60	557.04	2009	2.0008620689655174
I 卸売業，小売業	283.2	61.8	19.1	169	4	276.9	485.1	12215	６０〜６４歳	65	388.35	2009	1.3949353448275863
I 卸売業，小売業	209.3	23.1	2.2	167	11	194.3	297.5	25662	２０〜２４歳	25	280.91	2010	1
I 卸売業，小売業	244.2	27.5	4.5	166	11	225.9	517.1	43922	２５〜２９歳	30	344.75	2010	1.227261400448542
I 卸売業，小売業	287.8	32.5	7.8	166	11	266.8	674.5	41818	３０〜３４歳	35	412.81	2010	1.4695454060019222
I 卸売業，小売業	322.2	37.4	11.2	166	10	301	806.9	48932	３５〜３９歳	40	467.33	2010	1.663628920294756
I 卸売業，小売業	358.3	42.4	14.1	165	8	340.9	959.7	39301	４０〜４４歳	45	525.93	2010	1.8722366594282862
I 卸売業，小売業	378.5	47.4	17.4	166	6	365.5	1047.4	33508	４５〜４９歳	50	558.94	2010	1.9897476059948027
I 卸売業，小売業	386.3	52.4	19.8	167	5	375.1	1002.9	29843	５０〜５４歳	55	563.85	2010	2.007226513830052
I 卸売業，小売業	370.6	57.4	22.5	167	4	362.2	934.3	25488	５５〜５９歳	60	538.15	2010	1.9157381367697837
I 卸売業，小売業	266.1	61.9	19.4	167	6	257.1	385.4	11760	６０〜６４歳	65	357.86	2010	1.2739311523263679
I 卸売業，小売業	204.2	23.1	2.2	169	10	190.1	292.2	23055	２０〜２４歳	25	274.26	2011	1
I 卸売業，小売業	241.9	27.5	4.6	169	11	223.5	546.1	40239	２５〜２９歳	30	344.89	2011	1.257529351710056
I 卸売業，小売業	276	32.5	7.6	169	12	254.9	671.8	38564	３０〜３４歳	35	398.38	2011	1.452563261139065
I 卸売業，小売業	312.9	37.5	11	169	10	293.8	789.1	43962	３５〜３９歳	40	454.39	2011	1.6567855319769562
I 卸売業，小売業	347.1	42.4	14.2	169	8	331.6	927.7	38142	４０〜４４歳	45	509.29	2011	1.8569605483847444
I 卸売業，小売業	363.7	47.5	16.8	168	6	351.8	998.3	30855	４５〜４９歳	50	536.27	2011	1.9553343542623787
I 卸売業，小売業	372	52.5	20.5	169	6	360.3	1045	27216	５０〜５４歳	55	550.9	2011	2.0086778968861663
I 卸売業，小売業	365.7	57.4	22.8	169	5	355.6	877.1	23114	５５〜５９歳	60	526.55	2011	1.9198935316852621
I 卸売業，小売業	251.6	62.1	18.1	168	5	244.7	396.6	11744	６０〜６４歳	65	341.58	2011	1.2454605119229927
I 卸売業，小売業	210	23.2	2.2	171	11	196	283.6	25684	２０〜２４歳	25	280.36	2012	1
I 卸売業，小売業	247	27.5	4.5	168	13	225.9	570.4	46189	２５〜２９歳	30	353.44	2012	1.2606648594664003
I 卸売業，小売業	282.4	32.5	7.3	169	12	261.4	706.8	45374	３０〜３４歳	35	409.56	2012	1.4608360679126837
I 卸売業，小売業	321.7	37.5	10.6	169	11	299.1	863.2	53768	３５〜３９歳	40	472.36	2012	1.6848337851333999
I 卸売業，小売業	352.1	42.4	13.9	169	8	336.1	999.6	48288	４０〜４４歳	45	522.48	2012	1.8636039377942646
I 卸売業，小売業	376.9	47.4	16.5	168	7	362.9	1081.1	35917	４５〜４９歳	50	560.39	2012	1.9988229419318018
I 卸売業，小売業	383.6	52.4	19.4	169	6	372.1	1101.7	33316	５０〜５４歳	55	570.49	2012	2.0348480525039236
I 卸売業，小売業	373.1	57.4	21.6	169	6	361.6	994	26751	５５〜５９歳	60	547.12	2012	1.9514909402197174
I 卸売業，小売業	264	62.3	18.3	168	5	256.4	388.4	15259	６０〜６４歳	65	355.64	2012	1.2685119132543872
I 卸売業，小売業	207.5	23.1	2	169	11	191.9	262.9	26111	２０〜２４歳	25	275.29	2013	1
I 卸売業，小売業	245.4	27.5	4.6	167	14	223.2	577.7	43332	２５〜２９歳	30	352.25	2013	1.2795597370046132
I 卸売業，小売業	277.3	32.5	7.3	167	13	253.9	661.9	42332	３０〜３４歳	35	398.95	2013	1.4491990264811652
I 卸売業，小売業	314.3	37.6	10.9	167	12	290.3	816.2	48808	３５〜３９歳	40	458.78	2013	1.6665334737912745
I 卸売業，小売業	352.4	42.5	14.5	166	10	331.9	1003.2	49744	４０〜４４歳	45	523.2	2013	1.9005412474118202
I 卸売業，小売業	371.5	47.5	16.9	167	8	355.9	1100.7	38593	４５〜４９歳	50	555.87	2013	2.0192160993861017
I 卸売業，小売業	382.2	52.5	20.4	167	6	369.9	1134.1	33518	５０〜５４歳	55	572.05	2013	2.0779904827636306
I 卸売業，小売業	363.7	57.4	21.9	167	6	351.3	957.4	27359	５５〜５９歳	60	532.18	2013	1.9331613934396452
I 卸売業，小売業	279.9	62.4	19.1	166	5	271.7	400.9	15987	６０〜６４歳	65	375.97	2013	1.365723418940027
