qualification,country,people,year
人文知識・国際業務,バングラデシュ,561,2009
人文知識・国際業務,フィリピン,951,2009
人文知識・国際業務,ブラジル,103,2009
人文知識・国際業務,フランス,1026,2009
人文知識・国際業務,ベトナム,497,2009
人文知識・国際業務,ペルー,15,2009
人文知識・国際業務,マレーシア,401,2009
人文知識・国際業務,ロシア,640,2009
人文知識・国際業務,英国,3176,2009
人文知識・国際業務,韓国,8962,2009
人文知識・国際業務,中国,34210,2009
人文知識・国際業務,米国,6710,2009
投資・経営,インド,319,2009
投資・経営,インドネシア,20,2009
投資・経営,オーストラリア,216,2009
投資・経営,カナダ,132,2009
投資・経営,スリランカ,199,2009
投資・経営,タイ,80,2009
投資・経営,ネパール,271,2009
投資・経営,パキスタン,526,2009
投資・経営,バングラデシュ,115,2009
投資・経営,フィリピン,38,2009
投資・経営,ブラジル,28,2009
投資・経営,フランス,297,2009
投資・経営,ベトナム,18,2009
投資・経営,ペルー,3,2009
投資・経営,マレーシア,57,2009
投資・経営,ロシア,126,2009
投資・経営,英国,374,2009
投資・経営,韓国,2492,2009
投資・経営,中国,2555,2009
投資・経営,米国,990,2009
特定活動,インド,414,2009
特定活動,インドネシア,7561,2009
特定活動,オーストラリア,794,2009
特定活動,カナダ,367,2009
特定活動,スリランカ,229,2009
特定活動,タイ,2278,2009
特定活動,ネパール,104,2009
特定活動,パキスタン,114,2009
特定活動,バングラデシュ,197,2009
特定活動,フィリピン,8608,2009
特定活動,ブラジル,122,2009
特定活動,フランス,595,2009
特定活動,ベトナム,9477,2009
特定活動,ペルー,240,2009
特定活動,マレーシア,67,2009
特定活動,ロシア,109,2009
特定活動,英国,367,2009
特定活動,韓国,4711,2009
特定活動,中国,90030,2009
特定活動,米国,160,2009
文化活動,インド,39,2009
文化活動,インドネシア,63,2009
文化活動,オーストラリア,32,2009
文化活動,カナダ,39,2009
文化活動,スリランカ,20,2009
文化活動,タイ,70,2009
文化活動,ネパール,15,2009
文化活動,パキスタン,10,2009
文化活動,バングラデシュ,45,2009
文化活動,フィリピン,19,2009
文化活動,ブラジル,9,2009
文化活動,フランス,123,2009
文化活動,ベトナム,28,2009
文化活動,ペルー,1,2009
文化活動,マレーシア,15,2009
文化活動,ロシア,18,2009
文化活動,英国,44,2009
文化活動,韓国,364,2009
文化活動,中国,923,2009
文化活動,米国,257,2009
報道,インド,1,2009
報道,インドネシア,0,2009
報道,オーストラリア,6,2009
報道,カナダ,14,2009
報道,スリランカ,0,2009
報道,タイ,0,2009
報道,ネパール,0,2009
報道,パキスタン,0,2009
報道,バングラデシュ,0,2009
報道,フィリピン,1,2009
報道,ブラジル,4,2009
報道,フランス,20,2009
報道,ベトナム,6,2009
報道,ペルー,0,2009
報道,マレーシア,0,2009
報道,ロシア,12,2009
報道,英国,27,2009
報道,韓国,64,2009
報道,中国,10,2009
報道,米国,44,2009
法律・会計業務,インド,1,2009
法律・会計業務,インドネシア,0,2009
法律・会計業務,オーストラリア,12,2009
法律・会計業務,カナダ,6,2009
法律・会計業務,スリランカ,0,2009
法律・会計業務,タイ,0,2009
法律・会計業務,ネパール,0,2009
法律・会計業務,パキスタン,0,2009
法律・会計業務,バングラデシュ,0,2009
法律・会計業務,フィリピン,0,2009
法律・会計業務,ブラジル,0,2009
法律・会計業務,フランス,4,2009
法律・会計業務,ベトナム,0,2009
法律・会計業務,ペルー,0,2009
法律・会計業務,マレーシア,0,2009
法律・会計業務,ロシア,0,2009
法律・会計業務,英国,29,2009
法律・会計業務,韓国,6,2009
法律・会計業務,中国,7,2009
法律・会計業務,米国,84,2009
留学,インド,601,2009
留学,インドネシア,2349,2009
留学,オーストラリア,343,2009
留学,カナダ,362,2009
留学,スリランカ,1159,2009
留学,タイ,2656,2009
留学,ネパール,1681,2009
留学,パキスタン,161,2009
留学,バングラデシュ,1797,2009
留学,フィリピン,615,2009
留学,ブラジル,365,2009
留学,フランス,713,2009
留学,ベトナム,3552,2009
留学,ペルー,118,2009
留学,マレーシア,2492,2009
留学,ロシア,367,2009
留学,英国,589,2009
留学,韓国,19807,2009
留学,中国,94355,2009
留学,米国,2312,2009
医療,インド,1,2008
医療,インドネシア,2,2008
医療,オーストラリア,0,2008
医療,カナダ,1,2008
医療,スリランカ,0,2008
医療,タイ,1,2008
医療,ネパール,3,2008
医療,パキスタン,0,2008
医療,バングラデシュ,0,2008
医療,フィリピン,0,2008
医療,ブラジル,0,2008
医療,フランス,0,2008
医療,ベトナム,45,2008
医療,ペルー,0,2008
医療,マレーシア,8,2008
医療,ロシア,0,2008
医療,英国,2,2008
医療,韓国,18,2008
医療,中国,114,2008
医療,米国,4,2008
技術,インド,4268,2008
技術,インドネシア,436,2008
技術,オーストラリア,310,2008
技術,カナダ,306,2008
技術,スリランカ,356,2008
技術,タイ,233,2008
技術,ネパール,240,2008
技術,パキスタン,50,2008
技術,バングラデシュ,470,2008
技術,フィリピン,2276,2008
技術,ブラジル,57,2008
技術,フランス,706,2008
技術,ベトナム,2229,2008
技術,ペルー,9,2008
技術,マレーシア,570,2008
技術,ロシア,117,2008
技術,英国,450,2008
技術,韓国,8647,2008
技術,中国,27665,2008
技術,米国,923,2008
技能,インド,2756,2008
技能,インドネシア,229,2008
技能,オーストラリア,93,2008
技能,カナダ,66,2008
技能,スリランカ,188,2008
技能,タイ,900,2008
技能,ネパール,3791,2008
技能,パキスタン,153,2008
技能,バングラデシュ,433,2008
技能,フィリピン,268,2008
技能,ブラジル,85,2008
技能,フランス,78,2008
技能,ベトナム,192,2008
技能,ペルー,16,2008
技能,マレーシア,50,2008
技能,ロシア,72,2008
技能,英国,99,2008
技能,韓国,1587,2008
技能,中国,14142,2008
技能,米国,95,2008
教育,インド,42,2008
教育,インドネシア,3,2008
教育,オーストラリア,855,2008
教育,カナダ,1164,2008
教育,スリランカ,2,2008
教育,タイ,1,2008
教育,ネパール,4,2008
教育,パキスタン,3,2008
教育,バングラデシュ,5,2008
教育,フィリピン,117,2008
教育,ブラジル,17,2008
教育,フランス,78,2008
教育,ベトナム,0,2008
教育,ペルー,5,2008
教育,マレーシア,4,2008
教育,ロシア,11,2008
教育,英国,1289,2008
教育,韓国,86,2008
教育,中国,99,2008
教育,米国,5224,2008
教授,インド,298,2008
教授,インドネシア,115,2008
教授,オーストラリア,280,2008
教授,カナダ,296,2008
教授,スリランカ,37,2008
教授,タイ,102,2008
教授,ネパール,43,2008
教授,パキスタン,40,2008
教授,バングラデシュ,210,2008
教授,フィリピン,77,2008
教授,ブラジル,38,2008
教授,フランス,222,2008
教授,ベトナム,80,2008
教授,ペルー,5,2008
教授,マレーシア,40,2008
教授,ロシア,152,2008
教授,英国,448,2008
教授,韓国,1006,2008
教授,中国,2476,2008
教授,米国,1128,2008
興行,インド,9,2008
興行,インドネシア,264,2008
興行,オーストラリア,109,2008
興行,カナダ,50,2008
興行,スリランカ,2,2008
興行,タイ,145,2008
興行,ネパール,3,2008
興行,パキスタン,6,2008
興行,バングラデシュ,3,2008
興行,フィリピン,9199,2008
興行,ブラジル,211,2008
興行,フランス,31,2008
興行,ベトナム,3,2008
興行,ペルー,2,2008
興行,マレーシア,18,2008
興行,ロシア,393,2008
興行,英国,63,2008
興行,韓国,398,2008
興行,中国,907,2008
興行,米国,326,2008
芸術,インド,2,2008
芸術,インドネシア,0,2008
芸術,オーストラリア,6,2008
芸術,カナダ,8,2008
芸術,スリランカ,0,2008
芸術,タイ,3,2008
芸術,ネパール,0,2008
芸術,パキスタン,0,2008
芸術,バングラデシュ,0,2008
芸術,フィリピン,3,2008
芸術,ブラジル,13,2008
芸術,フランス,6,2008
芸術,ベトナム,0,2008
芸術,ペルー,0,2008
芸術,マレーシア,1,2008
芸術,ロシア,28,2008
芸術,英国,14,2008
芸術,韓国,36,2008
芸術,中国,119,2008
芸術,米国,91,2008
研究,インド,146,2008
研究,インドネシア,36,2008
研究,オーストラリア,20,2008
研究,カナダ,22,2008
研究,スリランカ,15,2008
研究,タイ,45,2008
研究,ネパール,17,2008
研究,パキスタン,6,2008
研究,バングラデシュ,73,2008
研究,フィリピン,35,2008
研究,ブラジル,11,2008
研究,フランス,88,2008
研究,ベトナム,37,2008
研究,ペルー,1,2008
研究,マレーシア,17,2008
研究,ロシア,68,2008
研究,英国,40,2008
研究,韓国,258,2008
研究,中国,904,2008
研究,米国,90,2008
研修・技能実習,インド,0,2008
研修・技能実習,インドネシア,0,2008
研修・技能実習,オーストラリア,0,2008
研修・技能実習,カナダ,0,2008
研修・技能実習,スリランカ,0,2008
研修・技能実習,タイ,0,2008
研修・技能実習,ネパール,0,2008
研修・技能実習,パキスタン,0,2008
研修・技能実習,バングラデシュ,0,2008
研修・技能実習,フィリピン,0,2008
研修・技能実習,ブラジル,0,2008
研修・技能実習,フランス,0,2008
研修・技能実習,ベトナム,0,2008
研修・技能実習,ペルー,0,2008
研修・技能実習,マレーシア,0,2008
研修・技能実習,ロシア,0,2008
研修・技能実習,英国,0,2008
研修・技能実習,韓国,0,2008
研修・技能実習,中国,0,2008
研修・技能実習,米国,0,2008
宗教,インド,62,2008
宗教,インドネシア,47,2008
宗教,オーストラリア,85,2008
宗教,カナダ,139,2008
宗教,スリランカ,25,2008
宗教,タイ,75,2008
宗教,ネパール,1,2008
宗教,パキスタン,5,2008
宗教,バングラデシュ,2,2008
宗教,フィリピン,253,2008
宗教,ブラジル,123,2008
宗教,フランス,33,2008
宗教,ベトナム,119,2008
宗教,ペルー,8,2008
宗教,マレーシア,3,2008
宗教,ロシア,4,2008
宗教,英国,68,2008
宗教,韓国,1049,2008
宗教,中国,113,2008
宗教,米国,1674,2008
人文知識・国際業務,インド,883,2008
人文知識・国際業務,インドネシア,226,2008
人文知識・国際業務,オーストラリア,2420,2008
人文知識・国際業務,カナダ,2690,2008
人文知識・国際業務,スリランカ,705,2008
人文知識・国際業務,タイ,365,2008
人文知識・国際業務,ネパール,253,2008
人文知識・国際業務,パキスタン,646,2008
人文知識・国際業務,バングラデシュ,542,2008
人文知識・国際業務,フィリピン,895,2008
人文知識・国際業務,ブラジル,112,2008
人文知識・国際業務,フランス,1079,2008
人文知識・国際業務,ベトナム,449,2008
人文知識・国際業務,ペルー,18,2008
人文知識・国際業務,マレーシア,384,2008
人文知識・国際業務,ロシア,630,2008
人文知識・国際業務,英国,3532,2008
人文知識・国際業務,韓国,8118,2008
人文知識・国際業務,中国,31824,2008
人文知識・国際業務,米国,7241,2008
投資・経営,インド,307,2008
投資・経営,インドネシア,26,2008
投資・経営,オーストラリア,196,2008
投資・経営,カナダ,135,2008
投資・経営,スリランカ,147,2008
投資・経営,タイ,66,2008
投資・経営,ネパール,151,2008
投資・経営,パキスタン,456,2008
投資・経営,バングラデシュ,85,2008
投資・経営,フィリピン,40,2008
投資・経営,ブラジル,29,2008
投資・経営,フランス,334,2008
投資・経営,ベトナム,13,2008
投資・経営,ペルー,2,2008
投資・経営,マレーシア,58,2008
投資・経営,ロシア,114,2008
投資・経営,英国,384,2008
投資・経営,韓国,2249,2008
投資・経営,中国,2096,2008
投資・経営,米国,1044,2008
特定活動,インド,409,2008
特定活動,インドネシア,7542,2008
特定活動,オーストラリア,898,2008
特定活動,カナダ,403,2008
特定活動,スリランカ,210,2008
特定活動,タイ,2123,2008
特定活動,ネパール,74,2008
特定活動,パキスタン,94,2008
特定活動,バングラデシュ,190,2008
特定活動,フィリピン,7660,2008
特定活動,ブラジル,148,2008
特定活動,フランス,582,2008
特定活動,ベトナム,9089,2008
特定活動,ペルー,304,2008
特定活動,マレーシア,64,2008
特定活動,ロシア,123,2008
特定活動,英国,361,2008
特定活動,韓国,3389,2008
特定活動,中国,84478,2008
特定活動,米国,170,2008
文化活動,インド,31,2008
文化活動,インドネシア,80,2008
文化活動,オーストラリア,27,2008
文化活動,カナダ,33,2008
文化活動,スリランカ,15,2008
文化活動,タイ,82,2008
文化活動,ネパール,13,2008
文化活動,パキスタン,15,2008
文化活動,バングラデシュ,50,2008
文化活動,フィリピン,16,2008
文化活動,ブラジル,7,2008
文化活動,フランス,117,2008
文化活動,ベトナム,24,2008
文化活動,ペルー,3,2008
文化活動,マレーシア,18,2008
文化活動,ロシア,13,2008
文化活動,英国,36,2008
文化活動,韓国,398,2008
文化活動,中国,939,2008
文化活動,米国,264,2008
報道,インド,1,2008
報道,インドネシア,1,2008
報道,オーストラリア,8,2008
報道,カナダ,15,2008
報道,スリランカ,0,2008
報道,タイ,0,2008
報道,ネパール,0,2008
報道,パキスタン,0,2008
報道,バングラデシュ,0,2008
報道,フィリピン,1,2008
報道,ブラジル,3,2008
報道,フランス,17,2008
報道,ベトナム,7,2008
報道,ペルー,1,2008
報道,マレーシア,0,2008
報道,ロシア,13,2008
報道,英国,32,2008
報道,韓国,68,2008
報道,中国,12,2008
報道,米国,44,2008
法律・会計業務,インド,1,2008
法律・会計業務,インドネシア,0,2008
法律・会計業務,オーストラリア,10,2008
法律・会計業務,カナダ,4,2008
法律・会計業務,スリランカ,0,2008
法律・会計業務,タイ,0,2008
法律・会計業務,ネパール,0,2008
法律・会計業務,パキスタン,0,2008
法律・会計業務,バングラデシュ,0,2008
法律・会計業務,フィリピン,0,2008
法律・会計業務,ブラジル,0,2008
法律・会計業務,フランス,4,2008
法律・会計業務,ベトナム,0,2008
法律・会計業務,ペルー,0,2008
法律・会計業務,マレーシア,0,2008
法律・会計業務,ロシア,0,2008
法律・会計業務,英国,31,2008
法律・会計業務,韓国,4,2008
法律・会計業務,中国,6,2008
法律・会計業務,米国,83,2008
留学,インド,559,2008
留学,インドネシア,2112,2008
留学,オーストラリア,346,2008
留学,カナダ,361,2008
留学,スリランカ,1319,2008
留学,タイ,2502,2008
留学,ネパール,1554,2008
留学,パキスタン,152,2008
留学,バングラデシュ,1873,2008
留学,フィリピン,614,2008
留学,ブラジル,355,2008
留学,フランス,625,2008
留学,ベトナム,3202,2008
留学,ペルー,118,2008
留学,マレーシア,2377,2008
留学,ロシア,367,2008
留学,英国,564,2008
留学,韓国,19441,2008
留学,中国,88812,2008
留学,米国,2276,2008
医療,インド,0,2007
医療,インドネシア,2,2007
医療,オーストラリア,0,2007
医療,カナダ,1,2007
医療,スリランカ,0,2007
医療,タイ,1,2007
医療,ネパール,1,2007
医療,パキスタン,0,2007
医療,バングラデシュ,0,2007
医療,フィリピン,0,2007
医療,ブラジル,0,2007
医療,フランス,0,2007
医療,ベトナム,47,2007
医療,ペルー,0,2007
医療,マレーシア,7,2007
医療,ロシア,0,2007
医療,英国,1,2007
医療,韓国,17,2007
医療,中国,91,2007
医療,米国,4,2007
技術,インド,3893,2007
技術,インドネシア,371,2007
技術,オーストラリア,297,2007
技術,カナダ,316,2007
技術,スリランカ,252,2007
技術,タイ,238,2007
技術,ネパール,120,2007
技術,パキスタン,55,2007
技術,バングラデシュ,393,2007
技術,フィリピン,2004,2007
技術,ブラジル,53,2007
技術,フランス,631,2007
技術,ベトナム,1536,2007
技術,ペルー,9,2007
技術,マレーシア,489,2007
技術,ロシア,119,2007
技術,英国,453,2007
技術,韓国,7733,2007
技術,中国,23247,2007
技術,米国,760,2007
技能,インド,2302,2007
技能,インドネシア,200,2007
技能,オーストラリア,93,2007
技能,カナダ,54,2007
技能,スリランカ,162,2007
技能,タイ,830,2007
技能,ネパール,2213,2007
技能,パキスタン,154,2007
技能,バングラデシュ,375,2007
技能,フィリピン,268,2007
技能,ブラジル,93,2007
技能,フランス,81,2007
技能,ベトナム,194,2007
技能,ペルー,19,2007
技能,マレーシア,49,2007
技能,ロシア,76,2007
技能,英国,119,2007
技能,韓国,1620,2007
技能,中国,11766,2007
技能,米国,60,2007
教育,インド,41,2007
教育,インドネシア,2,2007
教育,オーストラリア,845,2007
教育,カナダ,1248,2007
教育,スリランカ,2,2007
教育,タイ,1,2007
教育,ネパール,2,2007
教育,パキスタン,3,2007
教育,バングラデシュ,3,2007
教育,フィリピン,88,2007
教育,ブラジル,14,2007
教育,フランス,75,2007
教育,ベトナム,1,2007
教育,ペルー,5,2007
教育,マレーシア,5,2007
教育,ロシア,11,2007
教育,英国,1313,2007
教育,韓国,85,2007
教育,中国,101,2007
教育,米国,4960,2007
教授,インド,303,2007
教授,インドネシア,107,2007
教授,オーストラリア,281,2007
教授,カナダ,314,2007
教授,スリランカ,41,2007
教授,タイ,111,2007
教授,ネパール,47,2007
教授,パキスタン,37,2007
教授,バングラデシュ,204,2007
教授,フィリピン,73,2007
教授,ブラジル,36,2007
教授,フランス,225,2007
教授,ベトナム,75,2007
教授,ペルー,9,2007
教授,マレーシア,34,2007
教授,ロシア,178,2007
教授,英国,481,2007
教授,韓国,965,2007
教授,中国,2453,2007
教授,米国,1167,2007
興行,インド,58,2007
興行,インドネシア,430,2007
興行,オーストラリア,124,2007
興行,カナダ,53,2007
興行,スリランカ,2,2007
興行,タイ,176,2007
興行,ネパール,2,2007
興行,パキスタン,6,2007
興行,バングラデシュ,4,2007
興行,フィリピン,11065,2007
興行,ブラジル,228,2007
興行,フランス,31,2007
興行,ベトナム,5,2007
興行,ペルー,4,2007
興行,マレーシア,17,2007
興行,ロシア,504,2007
興行,英国,61,2007
興行,韓国,441,2007
興行,中国,1193,2007
興行,米国,305,2007
芸術,インド,2,2007
芸術,インドネシア,0,2007
芸術,オーストラリア,8,2007
芸術,カナダ,10,2007
芸術,スリランカ,0,2007
芸術,タイ,2,2007
芸術,ネパール,1,2007
芸術,パキスタン,0,2007
芸術,バングラデシュ,0,2007
芸術,フィリピン,3,2007
芸術,ブラジル,12,2007
芸術,フランス,5,2007
芸術,ベトナム,0,2007
芸術,ペルー,0,2007
芸術,マレーシア,1,2007
芸術,ロシア,30,2007
芸術,英国,13,2007
芸術,韓国,37,2007
芸術,中国,129,2007
芸術,米国,85,2007
研究,インド,141,2007
研究,インドネシア,31,2007
研究,オーストラリア,25,2007
研究,カナダ,19,2007
研究,スリランカ,18,2007
研究,タイ,42,2007
研究,ネパール,22,2007
研究,パキスタン,9,2007
研究,バングラデシュ,71,2007
研究,フィリピン,38,2007
研究,ブラジル,11,2007
研究,フランス,70,2007
研究,ベトナム,30,2007
研究,ペルー,2,2007
研究,マレーシア,12,2007
研究,ロシア,75,2007
研究,英国,52,2007
研究,韓国,269,2007
研究,中国,901,2007
研究,米国,81,2007
研修・技能実習,インド,0,2007
研修・技能実習,インドネシア,0,2007
研修・技能実習,オーストラリア,0,2007
研修・技能実習,カナダ,0,2007
研修・技能実習,スリランカ,0,2007
研修・技能実習,タイ,0,2007
研修・技能実習,ネパール,0,2007
研修・技能実習,パキスタン,0,2007
研修・技能実習,バングラデシュ,0,2007
研修・技能実習,フィリピン,0,2007
研修・技能実習,ブラジル,0,2007
研修・技能実習,フランス,0,2007
研修・技能実習,ベトナム,0,2007
研修・技能実習,ペルー,0,2007
研修・技能実習,マレーシア,0,2007
研修・技能実習,ロシア,0,2007
研修・技能実習,英国,0,2007
研修・技能実習,韓国,0,2007
研修・技能実習,中国,0,2007
研修・技能実習,米国,0,2007
宗教,インド,63,2007
宗教,インドネシア,50,2007
宗教,オーストラリア,79,2007
宗教,カナダ,165,2007
宗教,スリランカ,30,2007
宗教,タイ,67,2007
宗教,ネパール,3,2007
宗教,パキスタン,5,2007
宗教,バングラデシュ,1,2007
宗教,フィリピン,266,2007
宗教,ブラジル,121,2007
宗教,フランス,34,2007
宗教,ベトナム,91,2007
宗教,ペルー,9,2007
宗教,マレーシア,3,2007
宗教,ロシア,6,2007
宗教,英国,74,2007
宗教,韓国,1047,2007
宗教,中国,114,2007
宗教,米国,1775,2007
人文知識・国際業務,インド,829,2007
人文知識・国際業務,インドネシア,199,2007
人文知識・国際業務,オーストラリア,2935,2007
人文知識・国際業務,カナダ,3128,2007
人文知識・国際業務,スリランカ,530,2007
人文知識・国際業務,タイ,322,2007
人文知識・国際業務,ネパール,160,2007
人文知識・国際業務,パキスタン,516,2007
人文知識・国際業務,バングラデシュ,487,2007
人文知識・国際業務,フィリピン,825,2007
人文知識・国際業務,ブラジル,108,2007
人文知識・国際業務,フランス,1024,2007
人文知識・国際業務,ベトナム,331,2007
人文知識・国際業務,ペルー,16,2007
人文知識・国際業務,マレーシア,354,2007
人文知識・国際業務,ロシア,530,2007
人文知識・国際業務,英国,4040,2007
人文知識・国際業務,韓国,6926,2007
人文知識・国際業務,中国,26692,2007
人文知識・国際業務,米国,7706,2007
投資・経営,インド,282,2007
投資・経営,インドネシア,22,2007
投資・経営,オーストラリア,204,2007
投資・経営,カナダ,118,2007
投資・経営,スリランカ,119,2007
投資・経営,タイ,55,2007
投資・経営,ネパール,72,2007
投資・経営,パキスタン,383,2007
投資・経営,バングラデシュ,55,2007
投資・経営,フィリピン,38,2007
投資・経営,ブラジル,27,2007
投資・経営,フランス,343,2007
投資・経営,ベトナム,9,2007
投資・経営,ペルー,1,2007
投資・経営,マレーシア,55,2007
投資・経営,ロシア,73,2007
投資・経営,英国,401,2007
投資・経営,韓国,1900,2007
投資・経営,中国,1729,2007
投資・経営,米国,1108,2007
特定活動,インド,428,2007
特定活動,インドネシア,6390,2007
特定活動,オーストラリア,872,2007
特定活動,カナダ,489,2007
特定活動,スリランカ,187,2007
特定活動,タイ,1500,2007
特定活動,ネパール,74,2007
特定活動,パキスタン,92,2007
特定活動,バングラデシュ,219,2007
特定活動,フィリピン,6363,2007
特定活動,ブラジル,179,2007
特定活動,フランス,488,2007
特定活動,ベトナム,7084,2007
特定活動,ペルー,260,2007
特定活動,マレーシア,52,2007
特定活動,ロシア,144,2007
特定活動,英国,299,2007
特定活動,韓国,3444,2007
特定活動,中国,73049,2007
特定活動,米国,172,2007
文化活動,インド,27,2007
文化活動,インドネシア,37,2007
文化活動,オーストラリア,30,2007
文化活動,カナダ,36,2007
文化活動,スリランカ,19,2007
文化活動,タイ,60,2007
文化活動,ネパール,20,2007
文化活動,パキスタン,19,2007
文化活動,バングラデシュ,43,2007
文化活動,フィリピン,22,2007
文化活動,ブラジル,9,2007
文化活動,フランス,114,2007
文化活動,ベトナム,28,2007
文化活動,ペルー,2,2007
文化活動,マレーシア,18,2007
文化活動,ロシア,10,2007
文化活動,英国,36,2007
文化活動,韓国,458,2007
文化活動,中国,1122,2007
文化活動,米国,253,2007
報道,インド,1,2007
報道,インドネシア,1,2007
報道,オーストラリア,8,2007
報道,カナダ,14,2007
報道,スリランカ,0,2007
報道,タイ,0,2007
報道,ネパール,0,2007
報道,パキスタン,0,2007
報道,バングラデシュ,0,2007
報道,フィリピン,1,2007
報道,ブラジル,4,2007
報道,フランス,17,2007
報道,ベトナム,6,2007
報道,ペルー,1,2007
報道,マレーシア,0,2007
報道,ロシア,15,2007
報道,英国,33,2007
報道,韓国,66,2007
報道,中国,10,2007
報道,米国,44,2007
法律・会計業務,インド,1,2007
法律・会計業務,インドネシア,0,2007
法律・会計業務,オーストラリア,8,2007
法律・会計業務,カナダ,4,2007
法律・会計業務,スリランカ,0,2007
法律・会計業務,タイ,0,2007
法律・会計業務,ネパール,0,2007
法律・会計業務,パキスタン,0,2007
法律・会計業務,バングラデシュ,0,2007
法律・会計業務,フィリピン,0,2007
法律・会計業務,ブラジル,0,2007
法律・会計業務,フランス,4,2007
法律・会計業務,ベトナム,0,2007
法律・会計業務,ペルー,0,2007
法律・会計業務,マレーシア,0,2007
法律・会計業務,ロシア,0,2007
法律・会計業務,英国,27,2007
法律・会計業務,韓国,4,2007
法律・会計業務,中国,9,2007
法律・会計業務,米国,76,2007
留学,インド,509,2007
留学,インドネシア,1869,2007
留学,オーストラリア,378,2007
留学,カナダ,351,2007
留学,スリランカ,1410,2007
留学,タイ,2361,2007
留学,ネパール,1398,2007
留学,パキスタン,148,2007
留学,バングラデシュ,1684,2007
留学,フィリピン,643,2007
留学,ブラジル,357,2007
留学,フランス,574,2007
留学,ベトナム,2930,2007
留学,ペルー,110,2007
留学,マレーシア,2234,2007
留学,ロシア,363,2007
留学,英国,570,2007
留学,韓国,17902,2007
留学,中国,85905,2007
留学,米国,2144,2007
医療,インド,0,2006
医療,インドネシア,2,2006
医療,オーストラリア,0,2006
医療,カナダ,1,2006
医療,スリランカ,1,2006
医療,タイ,0,2006
医療,ネパール,1,2006
医療,パキスタン,0,2006
医療,バングラデシュ,0,2006
医療,フィリピン,0,2006
医療,ブラジル,0,2006
医療,フランス,0,2006
医療,ベトナム,42,2006
医療,ペルー,0,2006
医療,マレーシア,7,2006
医療,ロシア,0,2006
医療,英国,1,2006
医療,韓国,15,2006
医療,中国,64,2006
医療,米国,3,2006
技術,インド,3279,2006
技術,インドネシア,311,2006
技術,オーストラリア,295,2006
技術,カナダ,311,2006
技術,スリランカ,195,2006
技術,タイ,243,2006
技術,ネパール,92,2006
技術,パキスタン,62,2006
技術,バングラデシュ,299,2006
技術,フィリピン,1579,2006
技術,ブラジル,54,2006
技術,フランス,542,2006
技術,ベトナム,790,2006
技術,ペルー,10,2006
技術,マレーシア,425,2006
技術,ロシア,126,2006
技術,英国,473,2006
技術,韓国,6176,2006
技術,中国,17634,2006
技術,米国,705,2006
技能,インド,1938,2006
技能,インドネシア,167,2006
技能,オーストラリア,92,2006
技能,カナダ,68,2006
技能,スリランカ,133,2006
技能,タイ,749,2006
技能,ネパール,1388,2006
技能,パキスタン,150,2006
技能,バングラデシュ,274,2006
技能,フィリピン,236,2006
技能,ブラジル,92,2006
技能,フランス,85,2006
技能,ベトナム,168,2006
技能,ペルー,16,2006
技能,マレーシア,46,2006
技能,ロシア,98,2006
技能,英国,150,2006
技能,韓国,1617,2006
技能,中国,9807,2006
技能,米国,69,2006
教育,インド,40,2006
教育,インドネシア,2,2006
教育,オーストラリア,834,2006
教育,カナダ,1266,2006
教育,スリランカ,2,2006
教育,タイ,2,2006
教育,ネパール,1,2006
教育,パキスタン,1,2006
教育,バングラデシュ,1,2006
教育,フィリピン,67,2006
教育,ブラジル,10,2006
教育,フランス,67,2006
教育,ベトナム,1,2006
教育,ペルー,3,2006
教育,マレーシア,3,2006
教育,ロシア,11,2006
教育,英国,1329,2006
教育,韓国,85,2006
教育,中国,109,2006
教育,米国,4678,2006
教授,インド,306,2006
教授,インドネシア,94,2006
教授,オーストラリア,286,2006
教授,カナダ,323,2006
教授,スリランカ,43,2006
教授,タイ,109,2006
教授,ネパール,37,2006
教授,パキスタン,33,2006
教授,バングラデシュ,202,2006
教授,フィリピン,69,2006
教授,ブラジル,30,2006
教授,フランス,232,2006
教授,ベトナム,81,2006
教授,ペルー,8,2006
教授,マレーシア,22,2006
教授,ロシア,182,2006
教授,英国,488,2006
教授,韓国,996,2006
教授,中国,2507,2006
教授,米国,1191,2006
興行,インド,98,2006
興行,インドネシア,787,2006
興行,オーストラリア,119,2006
興行,カナダ,34,2006
興行,スリランカ,2,2006
興行,タイ,215,2006
興行,ネパール,13,2006
興行,パキスタン,6,2006
興行,バングラデシュ,5,2006
興行,フィリピン,14149,2006
興行,ブラジル,230,2006
興行,フランス,25,2006
興行,ベトナム,8,2006
興行,ペルー,4,2006
興行,マレーシア,21,2006
興行,ロシア,767,2006
興行,英国,59,2006
興行,韓国,450,2006
興行,中国,2153,2006
興行,米国,284,2006
芸術,インド,2,2006
芸術,インドネシア,0,2006
芸術,オーストラリア,9,2006
芸術,カナダ,9,2006
芸術,スリランカ,0,2006
芸術,タイ,1,2006
芸術,ネパール,3,2006
芸術,パキスタン,0,2006
芸術,バングラデシュ,0,2006
芸術,フィリピン,5,2006
芸術,ブラジル,15,2006
芸術,フランス,5,2006
芸術,ベトナム,0,2006
芸術,ペルー,0,2006
芸術,マレーシア,1,2006
芸術,ロシア,25,2006
芸術,英国,17,2006
芸術,韓国,43,2006
芸術,中国,128,2006
芸術,米国,82,2006
研究,インド,152,2006
研究,インドネシア,30,2006
研究,オーストラリア,29,2006
研究,カナダ,18,2006
